"","unicef_country","days_academic_break","days_fully_closed","days_fully_open","days_partially_closed","instruction_days","tracking_or_monitoring_of_student_learning","content_need_sensitive","Support_vulnerable","usage_of_remote_learning_platforms","parental_caregiver_support","curriculum_coverage","access_to_remote_learning","teacher_support","quality_remote_platform_content","date","c1_school_closing","c2_workplace_closing","c3_cancel_public_events","c4_restrictions_on_gatherings","c5_close_public_transport","c6_stay_at_home_requirements","c7_restrictions_on_internal_movement","c8_international_travel_controls","e1_income_support","e2_debt_contract_relief","e3_fiscal_measures","e4_international_support","h1_public_information_campaigns","h2_testing_policy","h3_contact_tracing","h4_emergency_investment_in_healthcare","h5_investment_in_vaccines","h6_facial_coverings","h7_vaccination_policy","h8_protection_of_elderly_people","confirmed_cases","confirmed_deaths","stringency_index","government_response_index","economic_support_index","DV_Edu_prior_index","category"
"1","Afghanistan",1531,355,985,1087,1531,1000,2000,2000,0,1000,3000,2000,2000,2000,20200715,3000,3000,2000,4000,2000,2000,2000,1000,0,0,0,0,2000,1000,1000,0,0,3000,0,3000,35026,1098,78.7,60.42,0,25489,"high"
"2","Afghanistan",1531,355,985,1087,1531,1000,2000,2000,0,1000,3000,2000,2000,2000,20200815,2000,2000,0,4000,2000,2000,2000,1000,0,0,0,0,2000,1000,1000,0,0,3000,0,3000,37637,1374,60.19,50,0,24489,"middle"
"3","Afghanistan",1531,355,985,1087,1531,1000,2000,2000,0,1000,3000,2000,2000,2000,20200915,2000,0,0,0,0,0,0,1000,0,0,0,0,2000,3000,1000,0,0,3000,0,0,38901,1430,21.3,26.04,0,24489,"middle"
"4","Afghanistan",1531,355,985,1087,1531,1000,2000,2000,0,1000,3000,2000,2000,2000,20201015,1000,2000,0,0,0,0,0,0,0,0,0,0,1000,3000,1000,0,0,2000,0,0,40112,1485,16.67,21.88,0,23489,"middle"
"5","Afghanistan",1531,355,985,1087,1531,1000,2000,2000,0,1000,3000,2000,2000,2000,20201115,1000,0,0,0,0,0,0,1000,0,0,0,0,1000,3000,NA,0,0,3000,0,0,43035,1605,12.04,17.71,0,23489,"middle"
"6","Afghanistan",1531,355,985,1087,1531,1000,2000,2000,0,1000,3000,2000,2000,2000,20201215,1000,0,0,0,0,0,0,1000,0,0,0,0,1000,3000,1000,0,0,3000,0,0,49484,1975,12.04,20.83,0,23489,"middle"
"7","United Arab Emirates",355,229,1,1525,355,3000,3000,2000,3,3000,3000,3000,3000,3000,20200715,2000,1000,2000,4000,1000,0,1000,2000,0,2000,0,0,2000,3000,2000,0,0,3000,0,0,55848,335,56.48,55.21,50,30465,"high"
"8","United Arab Emirates",355,229,1,1525,355,3000,3000,2000,3,3000,3000,3000,3000,3000,20200815,2000,1000,2000,4000,1000,0,1000,2000,0,2000,0,0,2000,3000,2000,0,0,3000,0,0,64102,361,56.48,55.21,50,30465,"high"
"9","United Arab Emirates",355,229,1,1525,355,3000,3000,2000,3,3000,3000,3000,3000,3000,20200915,1000,1000,2000,4000,1000,0,1000,2000,0,2000,0,0,2000,3000,2000,0,0,3000,0,0,80940,401,54.63,54.17,50,29465,"high"
"10","United Arab Emirates",355,229,1,1525,355,3000,3000,2000,3,3000,3000,3000,3000,3000,20201015,1000,1000,2000,4000,1000,0,1000,2000,0,2000,0,0,2000,3000,2000,0,0,3000,0,0,111437,452,54.63,54.17,50,29465,"high"
"11","United Arab Emirates",355,229,1,1525,355,3000,3000,2000,3,3000,3000,3000,3000,3000,20201115,1000,1000,2000,4000,0,0,1000,2000,0,2000,0,0,2000,3000,2000,0,NA,4000,0,0,150345,530,49.07,52.6,50,29465,"high"
"12","United Arab Emirates",355,229,1,1525,355,3000,3000,2000,3,3000,3000,3000,3000,3000,20201215,1000,1000,2000,4000,0,0,1000,2000,0,2000,0,0,2000,3000,2000,0,0,3000,1000,0,187267,622,49.07,52.29,50,29465,"high"
"13","Benin",547,1267,1489,823,547,1000,1000,1000,1,1000,1000,2000,1000,2000,20200715,2000,1000,1000,3000,0,0,0,2000,2000,1000,0,0,2000,2000,2000,0,0,3000,0,0,1378,26,41.67,46.35,62.5,18673,"low"
"14","Benin",547,1267,1489,823,547,1000,1000,1000,1,1000,1000,2000,1000,2000,20200815,2000,1000,1000,3000,0,0,0,2000,2000,1000,0,0,2000,2000,2000,0,0,3000,0,0,2063,39,41.67,46.35,62.5,18673,"low"
"15","Benin",547,1267,1489,823,547,1000,1000,1000,1,1000,1000,2000,1000,2000,20200915,2000,1000,1000,3000,0,0,1000,2000,2000,1000,0,0,2000,2000,2000,0,0,3000,0,0,2267,40,47.22,49.48,62.5,18673,"low"
"16","Benin",547,1267,1489,823,547,1000,1000,1000,1,1000,1000,2000,1000,2000,20201015,2000,1000,1000,3000,0,0,1000,2000,2000,1000,0,0,2000,2000,2000,0,0,3000,0,0,2496,41,47.22,49.48,62.5,18673,"low"
"17","Benin",547,1267,1489,823,547,1000,1000,1000,1,1000,1000,2000,1000,2000,20201115,1000,1000,2000,3000,0,0,0,1000,2000,1000,0,0,2000,2000,2000,0,0,4000,0,0,2844,43,40.74,47.4,62.5,17673,"low"
"18","Benin",547,1267,1489,823,547,1000,1000,1000,1,1000,1000,2000,1000,2000,20201215,1000,1000,1000,3000,0,0,0,1000,2000,1000,0,0,2000,1000,2000,0,0,4000,0,0,3090,44,35.19,42.19,62.5,17673,"low"
"19","Burkina Faso",73,907,1339,1189,73,2000,2000,2000,3,3000,3000,3000,3000,3000,20200715,0,0,2000,3000,0,1000,0,4000,0,0,0,0,2000,1000,2000,0,0,3000,0,0,1038,53,45.37,38.54,0,27581,"high"
"20","Burkina Faso",73,907,1339,1189,73,2000,2000,2000,3,3000,3000,3000,3000,3000,20200815,0,0,2000,3000,0,1000,2000,2000,0,0,0,0,2000,1000,2000,0,0,3000,0,0,1240,54,48.15,40.1,0,27581,"high"
"21","Burkina Faso",73,907,1339,1189,73,2000,2000,2000,3,3000,3000,3000,3000,3000,20200915,0,0,2000,3000,0,0,0,2000,0,0,0,0,2000,3000,2000,0,0,3000,0,0,1733,56,36.11,37.5,0,27581,"high"
"22","Burkina Faso",73,907,1339,1189,73,2000,2000,2000,3,3000,3000,3000,3000,3000,20201015,0,0,2000,3000,0,0,0,1000,0,0,0,0,2000,3000,2000,0,0,3000,0,0,2335,65,33.33,35.94,0,27581,"high"
"23","Burkina Faso",73,907,1339,1189,73,2000,2000,2000,3,3000,3000,3000,3000,3000,20201115,0,0,0,3000,0,0,0,1000,0,0,0,0,2000,3000,2000,0,0,2000,0,0,2641,68,22.22,28.12,0,27581,"high"
"24","Burkina Faso",73,907,1339,1189,73,2000,2000,2000,3,3000,3000,3000,3000,3000,20201215,0,0,0,0,0,0,0,1000,0,0,0,0,2000,3000,2000,0,0,3000,0,0,4300,73,13.89,25,0,27581,"high"
"25","Bangladesh",1513,13,793,1525,1513,2000,2000,1000,3,2000,3000,3000,2000,3000,20200715,3000,1000,2000,4000,1000,2000,2000,3000,0,2000,0,0,2000,2000,1000,0,0,4000,0,0,193590,2457,74.54,61.72,50,29357,"high"
"26","Bangladesh",1513,13,793,1525,1513,2000,2000,1000,3,2000,3000,3000,2000,3000,20200815,3000,3000,2000,4000,1000,2000,2000,3000,0,2000,0,0,2000,2000,1000,0,0,4000,0,0,274525,3625,80.09,64.84,50,29357,"high"
"27","Bangladesh",1513,13,793,1525,1513,2000,2000,1000,3,2000,3000,3000,2000,3000,20200915,3000,3000,2000,4000,1000,2000,2000,3000,0,2000,0,0,2000,2000,1000,0,0,4000,0,0,341056,4802,80.09,64.84,50,29357,"high"
"28","Bangladesh",1513,13,793,1525,1513,2000,2000,1000,3,2000,3000,3000,2000,3000,20201015,3000,3000,2000,4000,1000,2000,2000,3000,0,2000,0,0,2000,2000,1000,0,0,4000,0,0,384559,5608,80.09,64.84,50,29357,"high"
"29","Bangladesh",1513,13,793,1525,1513,2000,2000,1000,3,2000,3000,3000,2000,3000,20201115,3000,3000,2000,4000,2000,2000,2000,3000,0,2000,0,0,2000,2000,1000,0,0,4000,0,0,432333,6194,80.09,64.84,50,29357,"high"
"30","Bangladesh",1513,13,793,1525,1513,2000,2000,1000,3,2000,3000,3000,2000,3000,20201215,3000,3000,2000,4000,2000,2000,2000,3000,0,2000,0,0,2000,2000,1000,0,0,4000,1000,0,494209,7129,80.09,66.09,50,29357,"high"
"31","Bulgaria",229,523,919,913,229,1000,1000,1000,2,1000,3000,2000,2000,3000,20200715,2000,1000,1000,1000,0,0,0,3000,2000,1000,0,0,2000,1000,2000,0,0,2000,0,0,7877,289,36.11,39.58,62.5,21813,"low"
"32","Bulgaria",229,523,919,913,229,1000,1000,1000,2,1000,3000,2000,2000,3000,20200815,2000,1000,1000,2000,0,0,0,3000,2000,1000,0,0,2000,1000,2000,0,0,2000,0,0,14333,495,38.89,41.15,62.5,21813,"low"
"33","Bulgaria",229,523,919,913,229,1000,1000,1000,2,1000,3000,2000,2000,3000,20200915,1000,1000,1000,1000,0,0,0,3000,2000,1000,0,0,2000,1000,2000,0,0,2000,0,0,18216,736,35.19,39.06,62.5,20813,"low"
"34","Bulgaria",229,523,919,913,229,1000,1000,1000,2,1000,3000,2000,2000,3000,20201015,1000,1000,1000,1000,0,0,0,3000,2000,1000,0,0,2000,1000,2000,0,0,2000,0,0,27507,944,35.19,39.06,62.5,20813,"low"
"35","Bulgaria",229,523,919,913,229,1000,1000,1000,2,1000,3000,2000,2000,3000,20201115,2000,2000,1000,3000,0,0,0,3000,2000,1000,0,0,2000,1000,2000,0,0,3000,0,0,98251,2130,48.15,47.92,62.5,21813,"low"
"36","Bulgaria",229,523,919,913,229,1000,1000,1000,2,1000,3000,2000,2000,3000,20201215,2000,3000,2000,2000,0,0,0,3000,1000,2000,0,0,2000,1000,2000,0,0,3000,0,0,184287,6005,54.63,53.12,75,21813,"low"
"37","Bosnia and Herzegovina",133,865,1,367,133,2000,1000,1000,2,1000,2000,3000,2000,2000,20200715,3000,1000,2000,2000,0,0,1000,3000,0,0,0,0,2000,1000,0,0,0,3000,0,3000,7411,235,56.48,43.75,0,20499,"low"
"38","Bosnia and Herzegovina",133,865,1,367,133,2000,1000,1000,2,1000,2000,3000,2000,2000,20200815,3000,1000,2000,3000,0,0,1000,3000,0,0,0,0,2000,2000,0,0,0,3000,0,3000,15801,471,59.26,47.4,0,20499,"low"
"39","Bosnia and Herzegovina",133,865,1,367,133,2000,1000,1000,2,1000,2000,3000,2000,2000,20200915,1000,1000,2000,3000,0,0,0,1000,0,0,0,0,2000,2000,0,0,0,3000,0,3000,23929,725,40.74,36.98,0,18499,"low"
"40","Bosnia and Herzegovina",133,865,1,367,133,2000,1000,1000,2,1000,2000,3000,2000,2000,20201015,1000,1000,2000,3000,0,0,0,1000,0,0,0,0,2000,2000,0,0,0,3000,0,3000,32224,972,40.74,36.98,0,18499,"low"
"41","Bosnia and Herzegovina",133,865,1,367,133,2000,1000,1000,2,1000,2000,3000,2000,2000,20201115,2000,1000,2000,3000,0,2000,0,1000,0,0,0,0,2000,2000,0,0,0,3000,0,3000,71956,1889,50,42.19,0,19499,"low"
"42","Bosnia and Herzegovina",133,865,1,367,133,2000,1000,1000,2,1000,2000,3000,2000,2000,20201215,1000,1000,2000,3000,0,2000,0,1000,0,0,0,0,2000,2000,0,0,0,3000,0,3000,102330,3457,48.15,41.15,0,18499,"low"
"43","Belarus",169,1333,1651,1525,169,3000,1000,1000,3,2000,3000,2000,2000,3000,20200715,0,0,1000,4000,0,1000,0,2000,0,0,0,0,1000,3000,2000,0,0,1000,0,1000,65443,480,31.48,33.85,0,24847,"middle"
"44","Belarus",169,1333,1651,1525,169,3000,1000,1000,3,2000,3000,2000,2000,3000,20200815,0,0,1000,4000,0,1000,0,2000,0,0,0,0,1000,3000,2000,0,0,1000,0,1000,69308,603,31.48,33.85,0,24847,"middle"
"45","Belarus",169,1333,1651,1525,169,3000,1000,1000,3,2000,3000,2000,2000,3000,20200915,0,0,1000,4000,0,1000,0,2000,0,0,0,0,1000,3000,2000,0,0,1000,0,1000,74552,761,31.48,33.85,0,24847,"middle"
"46","Belarus",169,1333,1651,1525,169,3000,1000,1000,3,2000,3000,2000,2000,3000,20201015,0,0,1000,4000,0,1000,0,2000,0,0,0,0,1000,3000,2000,0,0,1000,0,1000,85734,916,31.48,33.85,0,24847,"middle"
"47","Belarus",169,1333,1651,1525,169,3000,1000,1000,3,2000,3000,2000,2000,3000,20201115,0,0,1000,4000,0,1000,0,4000,0,0,0,0,1000,3000,2000,0,0,3000,0,1000,114185,1046,37.04,39.32,0,24847,"middle"
"48","Belarus",169,1333,1651,1525,169,3000,1000,1000,3,2000,3000,2000,2000,3000,20201215,0,0,1000,4000,0,1000,0,4000,0,0,0,0,1000,3000,2000,0,0,3000,0,1000,164059,1282,37.04,39.32,0,24847,"middle"
"49","Barbados",385,931,919,499,385,1000,2000,1000,2,2000,2000,2000,2000,2000,20200715,2000,2000,1000,2000,1000,1000,1000,1000,1000,1000,0,0,2000,2000,2000,0,0,2000,0,2000,104,7,54.63,53.12,37.5,21119,"low"
"50","Barbados",385,931,919,499,385,1000,2000,1000,2,2000,2000,2000,2000,2000,20200815,2000,1000,1000,0,1000,1000,1000,2000,1000,1000,0,0,2000,2000,2000,0,0,2000,0,2000,150,7,48.15,49.48,37.5,21119,"low"
"51","Barbados",385,931,919,499,385,1000,2000,1000,2,2000,2000,2000,2000,2000,20200915,2000,1000,1000,0,1000,0,0,2000,1000,2000,0,0,2000,2000,2000,0,0,2000,0,2000,184,7,38.89,47.4,62.5,21119,"low"
"52","Barbados",385,931,919,499,385,1000,2000,1000,2,2000,2000,2000,2000,2000,20201015,1000,1000,1000,0,0,0,0,2000,1000,2000,0,0,2000,2000,2000,0,0,2000,0,2000,218,7,29.63,42.19,62.5,20119,"low"
"53","Barbados",385,931,919,499,385,1000,2000,1000,2,2000,2000,2000,2000,2000,20201115,1000,1000,1000,2000,1000,0,0,2000,1000,2000,0,0,2000,2000,2000,0,0,2000,0,2000,250,7,40.74,48.44,62.5,20119,"low"
"54","Barbados",385,931,919,499,385,1000,2000,1000,2,2000,2000,2000,2000,2000,20201215,1000,1000,1000,2000,1000,0,0,2000,1000,2000,0,0,2000,2000,2000,0,0,2000,0,2000,297,7,40.74,48.44,62.5,20119,"low"
"55","Bhutan",1675,427,583,313,1675,1000,3000,2000,2,3000,2000,2000,2000,2000,20200715,2000,2000,1000,3000,0,1000,2000,3000,2000,2000,0,0,2000,2000,2000,0,0,2000,0,1000,84,0,62.96,61.98,87.5,25673,"high"
"56","Bhutan",1675,427,583,313,1675,1000,3000,2000,2,3000,2000,2000,2000,2000,20200815,3000,3000,2000,4000,2000,3000,2000,3000,2000,2000,0,0,2000,2000,2000,0,0,4000,0,1000,133,0,97.22,84.38,87.5,26673,"high"
"57","Bhutan",1675,427,583,313,1675,1000,3000,2000,2,3000,2000,2000,2000,2000,20200915,3000,3000,2000,4000,2000,3000,2000,3000,2000,2000,0,0,2000,2000,2000,0,0,4000,0,1000,246,0,87.5,78.91,87.5,26673,"high"
"58","Bhutan",1675,427,583,313,1675,1000,3000,2000,2,3000,2000,2000,2000,2000,20201015,2000,2000,2000,3000,1000,2000,2000,3000,0,2000,0,0,2000,2000,2000,0,0,4000,0,1000,316,0,77.78,68.75,50,25673,"high"
"59","Bhutan",1675,427,583,313,1675,1000,3000,2000,2,3000,2000,2000,2000,2000,20201115,2000,2000,2000,3000,0,2000,2000,1000,0,2000,0,0,2000,2000,2000,0,0,4000,0,1000,375,0,66.67,62.5,50,25673,"high"
"60","Bhutan",1675,427,583,313,1675,1000,3000,2000,2,3000,2000,2000,2000,2000,20201215,2000,1000,2000,3000,0,1000,2000,3000,1000,2000,0,0,2000,2000,2000,0,0,4000,0,1000,439,0,64.81,64.58,75,25673,"high"
"61","Colombia",451,355,685,805,451,1000,2000,1000,1,2000,2000,1000,2000,3000,20200715,3000,3000,2000,4000,1000,2000,2000,4000,1000,2000,0,0,2000,2000,2000,0,0,4000,0,3000,165169,5814,87.04,81.25,75,22747,"middle"
"62","Colombia",451,355,685,805,451,1000,2000,1000,1,2000,2000,1000,2000,3000,20200815,3000,3000,2000,4000,1000,2000,2000,4000,1000,2000,0,0,2000,2000,2000,0,0,4000,0,3000,456689,14810,87.04,80.21,75,22747,"middle"
"63","Colombia",451,355,685,805,451,1000,2000,1000,1,2000,2000,1000,2000,3000,20200915,3000,1000,2000,3000,1000,1000,1000,4000,1000,2000,0,0,2000,2000,0,0,0,1000,0,3000,728590,23288,71.3,60.42,75,22747,"middle"
"64","Colombia",451,355,685,805,451,1000,2000,1000,1,2000,2000,1000,2000,3000,20201015,3000,1000,2000,3000,1000,1000,1000,4000,1000,2000,0,0,2000,2000,0,0,0,1000,0,1000,936982,28457,71.3,57.29,75,22747,"middle"
"65","Colombia",451,355,685,805,451,1000,2000,1000,1,2000,2000,1000,2000,3000,20201115,3000,1000,1000,3000,1000,1000,1000,4000,1000,2000,0,31600666000,2000,2000,2000,0,0,1000,0,1000,1198746,34031,65.74,60.42,75,22747,"middle"
"66","Colombia",451,355,685,805,451,1000,2000,1000,1,2000,2000,1000,2000,3000,20201215,2000,1000,1000,3000,1000,1000,1000,4000,1000,2000,0,0,2000,2000,2000,0,0,1000,0,1000,1444646,39356,60.19,57.29,75,21747,"low"
"67","Costa Rica",1273,187,793,1525,1273,1000,2000,2000,2,2000,2000,2000,2000,2000,20200715,3000,2000,2000,3000,0,1000,2000,4000,1000,1000,0,0,2000,1000,1000,0,0,2000,0,0,8986,40,73.61,55.99,50,25051,"middle"
"68","Costa Rica",1273,187,793,1525,1273,1000,2000,2000,2,2000,2000,2000,2000,2000,20200815,3000,2000,2000,3000,0,1000,2000,3000,1000,1000,0,0,2000,1000,1000,0,0,2000,0,0,27737,291,72.22,55.21,50,25051,"middle"
"69","Costa Rica",1273,187,793,1525,1273,1000,2000,2000,2,2000,2000,2000,2000,2000,20200915,3000,3000,2000,3000,0,1000,0,3000,1000,1000,0,0,2000,1000,1000,0,0,2000,0,2000,58137,633,62.96,54.17,50,25051,"middle"
"70","Costa Rica",1273,187,793,1525,1273,1000,2000,2000,2,2000,2000,2000,2000,2000,20201015,3000,2000,2000,3000,0,1000,0,2000,1000,1000,0,0,2000,1000,1000,0,0,2000,0,2000,93152,1159,58.33,51.56,50,25051,"middle"
"71","Costa Rica",1273,187,793,1525,1273,1000,2000,2000,2,2000,2000,2000,2000,2000,20201115,3000,2000,2000,3000,0,1000,0,1000,1000,1000,0,0,2000,1000,1000,0,0,3000,0,2000,123223,1546,55.56,51.56,50,25051,"middle"
"72","Costa Rica",1273,187,793,1525,1273,1000,2000,2000,2,2000,2000,2000,2000,2000,20201215,3000,2000,2000,3000,0,1000,0,1000,1000,1000,0,0,2000,1000,1000,0,0,3000,0,2000,154096,1956,55.56,51.56,50,25051,"middle"
"73","Cuba",1291,535,1279,913,1291,2000,2000,2000,3,3000,3000,3000,2000,2000,20200715,3000,1000,2000,4000,0,0,2000,4000,0,2000,0,0,2000,1000,2000,0,0,3000,0,0,2438,87,68.52,57.81,50,29309,"high"
"74","Cuba",1291,535,1279,913,1291,2000,2000,2000,3,3000,3000,3000,2000,2000,20200815,3000,2000,2000,4000,2000,1000,2000,4000,0,2000,0,0,2000,3000,2000,0,0,3000,0,2000,3292,88,82.41,72.92,50,29309,"high"
"75","Cuba",1291,535,1279,913,1291,2000,2000,2000,3,3000,3000,3000,2000,2000,20200915,3000,2000,2000,4000,2000,2000,2000,4000,0,2000,0,0,2000,3000,2000,0,0,3000,0,2000,4803,108,86.11,75,50,29309,"high"
"76","Cuba",1291,535,1279,913,1291,2000,2000,2000,3,3000,3000,3000,2000,2000,20201015,3000,2000,2000,4000,1000,0,2000,1000,0,2000,0,0,2000,1000,2000,0,0,3000,0,0,6062,123,64.81,55.73,50,29309,"high"
"77","Cuba",1291,535,1279,913,1291,2000,2000,2000,3,3000,3000,3000,2000,2000,20201115,1000,2000,2000,4000,1000,0,2000,1000,0,2000,0,0,2000,1000,2000,0,0,3000,0,0,7590,131,59.26,52.6,50,27309,"high"
"78","Cuba",1291,535,1279,913,1291,2000,2000,2000,3,3000,3000,3000,2000,2000,20201215,1000,2000,2000,4000,1000,0,2000,1000,0,2000,0,0,2000,1000,2000,0,0,3000,0,0,9588,137,56.48,51.04,50,27309,"high"
"79","Dominica",889,505,1465,1525,889,1000,2000,1000,2,2000,2000,2000,2000,2000,20200715,3000,0,1000,2000,0,0,0,4000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,1000,18,0,44.44,53.65,75,24273,"middle"
"80","Dominica",889,505,1465,1525,889,1000,2000,1000,2,2000,2000,2000,2000,2000,20200815,3000,0,1000,2000,0,0,0,1000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,1000,18,0,36.11,48.96,75,24273,"middle"
"81","Dominica",889,505,1465,1525,889,1000,2000,1000,2,2000,2000,2000,2000,2000,20200915,1000,0,1000,2000,0,0,0,1000,1000,2000,0,0,2000,3000,2000,0,0,3000,0,1000,24,0,28.7,44.79,75,22273,"middle"
"82","Dominica",889,505,1465,1525,889,1000,2000,1000,2,2000,2000,2000,2000,2000,20201015,1000,0,1000,2000,0,0,0,2000,1000,0,0,0,2000,3000,2000,0,0,3000,0,1000,33,0,31.48,40.1,25,22273,"middle"
"83","Dominica",889,505,1465,1525,889,1000,2000,1000,2,2000,2000,2000,2000,2000,20201115,1000,0,0,1000,2000,0,0,2000,1000,0,0,0,2000,3000,2000,0,0,3000,0,1000,68,0,34.26,41.67,25,22273,"middle"
"84","Dominica",889,505,1465,1525,889,1000,2000,1000,2,2000,2000,2000,2000,2000,20201215,1000,1000,2000,3000,0,2000,0,2000,1000,1000,0,0,2000,2000,2000,0,0,3000,0,1000,88,0,50.93,52.08,50,22273,"middle"
"85","Dominican Republic",463,217,805,1525,463,1000,1000,1000,1,1000,2000,2000,2000,2000,20200715,3000,2000,2000,4000,1000,1000,2000,1000,1000,0,0,0,2000,2000,1000,0,0,3000,0,3000,47671,929,75,63.54,25,20473,"low"
"86","Dominican Republic",463,217,805,1525,463,1000,1000,1000,1,1000,2000,2000,2000,2000,20200815,3000,2000,2000,4000,1000,2000,2000,1000,1000,0,0,0,2000,2000,1000,0,0,3000,0,3000,85545,1438,78.7,65.62,25,20473,"low"
"87","Dominican Republic",463,217,805,1525,463,1000,1000,1000,1,1000,2000,2000,2000,2000,20200915,3000,2000,2000,4000,1000,2000,2000,1000,1000,0,0,0,2000,2000,1000,0,0,3000,0,3000,104803,1998,78.7,65.62,25,20473,"low"
"88","Dominican Republic",463,217,805,1525,463,1000,1000,1000,1,1000,2000,2000,2000,2000,20201015,3000,2000,2000,4000,1000,2000,0,1000,1000,0,0,0,2000,2000,1000,0,0,3000,0,3000,120066,2189,67.59,59.38,25,20473,"low"
"89","Dominican Republic",463,217,805,1525,463,1000,1000,1000,1,1000,2000,2000,2000,2000,20201115,3000,2000,2000,3000,1000,2000,0,1000,1000,0,0,0,2000,2000,1000,0,0,3000,0,3000,133724,2285,64.81,57.81,25,20473,"low"
"90","Dominican Republic",463,217,805,1525,463,1000,1000,1000,1,1000,2000,2000,2000,2000,20201215,3000,2000,2000,3000,1000,2000,0,1000,1000,0,0,0,2000,2000,1000,0,0,3000,0,3000,155797,2367,62.96,56.77,25,20473,"low"
"91","Ecuador",619,223,583,1273,619,1000,2000,1000,2,2000,1000,2000,2000,3000,20200715,3000,2000,2000,3000,2000,2000,2000,3000,1000,2000,0,0,2000,2000,1000,0,0,3000,0,2000,70329,5158,79.63,70.31,75,23317,"middle"
"92","Ecuador",619,223,583,1273,619,1000,2000,1000,2,2000,1000,2000,2000,3000,20200815,3000,2000,2000,4000,1000,2000,2000,3000,1000,2000,0,0,2000,2000,1000,0,0,3000,0,2000,100688,6065,76.39,68.49,75,23317,"middle"
"93","Ecuador",619,223,583,1273,619,1000,2000,1000,2,2000,1000,2000,2000,3000,20200915,3000,2000,2000,3000,0,0,0,2000,1000,2000,0,0,2000,2000,1000,0,0,3000,0,2000,119553,10963,51.39,54.43,75,23317,"middle"
"94","Ecuador",619,223,583,1273,619,1000,2000,1000,2,2000,1000,2000,2000,3000,20201015,3000,2000,2000,3000,0,0,0,2000,1000,2000,0,0,2000,2000,1000,0,0,3000,0,2000,150360,12306,51.39,54.43,75,23317,"middle"
"95","Ecuador",619,223,583,1273,619,1000,2000,1000,2,2000,1000,2000,2000,3000,20201115,3000,2000,2000,3000,0,0,0,2000,1000,2000,0,0,2000,2000,1000,0,0,3000,0,2000,180295,13008,52.78,55.21,75,23317,"middle"
"96","Ecuador",619,223,583,1273,619,1000,2000,1000,2,2000,1000,2000,2000,3000,20201215,3000,2000,2000,4000,0,0,0,2000,1000,2000,0,0,2000,2000,1000,0,0,3000,0,2000,202356,13896,55.56,56.77,75,23317,"middle"
"97","Fiji",1543,841,1597,1495,1543,1000,1000,1000,1,1000,2000,2000,1000,2000,20200715,1000,2000,1000,2000,0,2000,1000,4000,1000,2000,0,0,2000,3000,2000,0,0,2000,0,2000,26,0,54.63,59.9,75,21019,"low"
"98","Fiji",1543,841,1597,1495,1543,1000,1000,1000,1,1000,2000,2000,1000,2000,20200815,1000,2000,1000,2000,0,2000,0,4000,1000,2000,0,0,2000,3000,2000,0,0,2000,0,2000,28,1,51.85,58.33,75,21019,"low"
"99","Fiji",1543,841,1597,1495,1543,1000,1000,1000,1,1000,2000,2000,1000,2000,20200915,1000,2000,1000,2000,0,2000,0,4000,1000,2000,0,0,2000,3000,2000,0,0,2000,0,2000,32,2,51.85,58.33,75,21019,"low"
"100","Fiji",1543,841,1597,1495,1543,1000,1000,1000,1,1000,2000,2000,1000,2000,20201015,1000,2000,1000,2000,0,2000,0,3000,1000,2000,0,0,2000,3000,2000,0,0,2000,0,2000,32,2,49.07,56.77,75,21019,"low"
"101","Fiji",1543,841,1597,1495,1543,1000,1000,1000,1,1000,2000,2000,1000,2000,20201115,1000,2000,1000,2000,0,2000,0,3000,1000,2000,0,0,2000,3000,2000,0,0,2000,0,2000,35,2,49.07,56.77,75,21019,"low"
"102","Fiji",1543,841,1597,1495,1543,1000,1000,1000,1,1000,2000,2000,1000,2000,20201215,1000,2000,1000,2000,0,2000,0,3000,1000,2000,0,0,2000,3000,2000,0,0,2000,0,2000,46,2,49.07,56.77,75,21019,"low"
"103","Gabon",169,523,973,1129,169,3000,3000,2000,3,2000,2000,3000,2000,3000,20200715,2000,2000,2000,4000,1000,2000,2000,3000,2000,2000,0,0,2000,3000,2000,0,0,3000,0,2000,6121,46,77.78,76.04,87.5,27963,"high"
"104","Gabon",169,523,973,1129,169,3000,3000,2000,3,2000,2000,3000,2000,3000,20200815,2000,2000,2000,4000,1000,2000,2000,3000,2000,2000,0,0,2000,3000,2000,0,0,3000,0,2000,8225,51,77.78,76.04,87.5,27963,"high"
"105","Gabon",169,523,973,1129,169,3000,3000,2000,3,2000,2000,3000,2000,3000,20200915,2000,2000,2000,4000,1000,2000,2000,3000,2000,2000,0,0,2000,3000,2000,0,0,3000,0,2000,8654,53,77.78,76.04,87.5,27963,"high"
"106","Gabon",169,523,973,1129,169,3000,3000,2000,3,2000,2000,3000,2000,3000,20201015,2000,2000,2000,4000,1000,2000,2000,3000,2000,2000,0,0,2000,3000,2000,0,0,3000,0,2000,8869,54,77.78,76.04,87.5,27963,"high"
"107","Gabon",169,523,973,1129,169,3000,3000,2000,3,2000,2000,3000,2000,3000,20201115,2000,2000,2000,3000,0,2000,2000,3000,2000,2000,0,0,2000,3000,2000,0,0,3000,0,2000,9062,58,69.44,71.35,87.5,27963,"high"
